Zdjęcie satelitarne spoglądające na ziemię.	A satellite picture looking down at the earth.	Zdjęcie satelitarne Ziemii.	4.5
Kiedy ludzie robią zdjęcia tym budynkom z tego kontekstu, wyglądają naprawdę dziwnie i zakładam, że mają one dużo więcej sensu, gdy są fotografowane lub widziane w tej przestrzeni.	When people take pictures of these buildings out of that context they look really weird and my premise is that they make a lot more sense when they are photographed or seen in that space.	Na zdjęciach tych budynków bez ujęcia kontekstu w jakim się znajdują wyglądają rzeczywiście dziwnie. Natomiast według mnie te budowle mają wiele sensu jeśli fotografowane lub oglądane są w kontekście ich otoczenia.	4.166666667
Ponadto dochód generowany z tego węgla drzewnego wynosi 260 milionów dolarów.	In addition the revenue generated from that charcoal is 260 million dollars.	Ponadto przychód jaki można wygenerować z naszego węgla wyniesie 260 milionów dolarów.	4.583333333
Nie możesz więc używać tych samych modeli, których używasz w Stanach Zjednoczonych, aby przyspieszyć rozwój.	So you can not use the same models that you use in the United States for making things move forward.	Nie można więc użyć tych samych schematów działania co w Stanach Zjednoczonych aby wszystko ruszyło do przodu.	4.25
A to oczywiście ostrzega dziecko o ich niezwykłej naturze.	And that obviously alerts the child to their unusual nature.	I ta ciekawość wyraźnie alarmuje dziecko o jego niecodziennej naturze.	4.416666667
Dysmorfofobia to skrajna wersja tego, że nie postrzegamy siebie tak, jak widzą nas inni.	Dysmorphophobia is an extreme version of the fact that we don not see ourselves as others see us.	Dysmorfofobia to skrajny przypadek sytuacji w której nie postrzegamy siebie tak jak widzą nas inni.	4.75
Szybki moment dla projektantów na widowni.	Quick moment for the designers in the audience.	Chwila dla projektantów wśród publiczności.	4.416666667
Nazywa się je bateriami jądrowymi.	They are referred to as nuclear batteries.	Mówi się o nich jako jądrowych bateriach.	4.333333333
Nasza siedziba znajduje się na Florydzie.	We are based down in Florida.	Jesteśmy na Florydzie.	4.666666667
To dobra wiadomość.	That is the good news.	To dobra wiadomość.	5
Ale inni dorośli mówią niezwykle bolesne rzeczy.	But other adults say incredibly painful things.	Ale inni dorośli wypowiadają niezwykle bolesne uwagi.	4.833333333
Jesteśmy u progu największego odkrycia, jakie kiedykolwiek znała ludzkość.	We are on the verge of the greatest exploration that the human race has ever known.	Jesteśmy na skraju największej wyprawy w historii rasy ludzkiej.	4.416666667
I mówi: Wydaje się, że idealnym argumentem dla większości filozofów jest to, że dajesz słuchaczom przesłanki, a następnie dajesz im wnioski i wnioski, a jeśli nie zaakceptują wniosku, umrą.	And he says It seems as if the ideal argument for most philosophers is you give your audience the premises and then you give them the inferences and the conclusion and if they don not accept the conclusion they die.	Dla większości filozofów idealna argumentacja polega na przedstawieniu słuchaczom założeń a następnie przekazaniu im wnioskowania i konkluzji. Jeżeli nie zgodzą się z wnioskami muszą zginąć!	3.916666667
I sprawił, że igła wyglądała, jakby Hulk ją złamał.	And made a needle look like the Hulk is broken it.	tak aby wydawało się że to Hulk ją złamał.	4.666666667
Przypomina mu to słowo pudel barokowy barokowy Suzanne R, który wyrusza na wyścigi.	That reminds him of the word baroque barrack bark poodle Suzanne R he is off to the races.	co kojarzy mu się ze słowem barok buda szczekać pudelek Suzanne R. rozpędza się.	3.25
Myślisz, że szczegół jest obecny, ale go nie ma.	You think the detail is there but it isn not there.	Myślisz że szczegół jest ale go tam nie ma.	4.166666667
Zacząłem więc swoje życie jako architekt lub jako architekt i zawsze byłem zainteresowany społecznie odpowiedzialnym projektowaniem i tym, jak naprawdę można wywrzeć wpływ.	So I started my life as an architect or training as an architect and I was always interested in socially responsible design and how you can really make an impact.	Swoje życie rozpocząłem jako architekt właściwie szkoląc się na architekta i zawsze interesowały mnie odpowiedzialne społecznie projekty oraz to jak zrobić coś naprawdę ważnego.	3.833333333
I zacznę od tego, jeśli mama nie jest szczęśliwa, to nikt nie jest szczęśliwy.	And I am going to start with this one If momma ain not happy ain not nobody happy.	Rozpocznę od tego. Gdy mama jest smutna wszyscy się smucą.	4.333333333
Te wibracje, te bakterie mogą w rzeczywistości zarażać ludzi.	These vibrios these bacteria can actually infect people.	Przecinkowce te bakterie są niebezpieczne dla ludzi.	4.583333333
To gra styropianowo-czekoladowa.	It is the Styrofoam and chocolate game.	To gra w styropian i czekoladę.	4.416666667
Ma uszy, które poruszają się biernie, gdy głowa idzie.	It has ears that move passively when the head goes.	Ma uszy które biernie się poruszają gdy porusza się głowa.	3.833333333
Mówił o tym, jak mandale starożytnej religii hinduistycznej były wyrzucane w niebo jako próba odzyskania poczucia porządku po chaosie wojny.	He talked about how the mandalas of ancient Hindu religion were kind of projected into the sky as an attempt to regain some sense of order after the chaos of war.	Opisywał jak mandale w starożytnym hinduizmie były jakby kreślone na niebie przez ludzi jako próba odzyskania jakiegoś poczucia porządku po chaosie wojny.	4.416666667
Mamy więc również tę zdolność.	So we have this ability as well.	Też mamy taką zdolność.	4.583333333
Kładą się spać około 20:00 do północy, a następnie ponownie śpią od około 2:00 do wschodu słońca.	They go to bed around 8 00 pm until midnight and then again they sleep from about 2 00 am until sunrise.	Idą spać koło 20 i śpią do północy potem śpią znowu od 2 do wschodu słońca.	4.5
YB A więc energia wiatrowa, energia słoneczna, o której mieliśmy dużo do omówienia.	YB So wind power solar power we had a lot to talk about.	YB Energia wiatru energia słoneczna mieliśmy wiele rzeczy do obgadania.	4.083333333
Te zakwity generują inne rodzaje chemikaliów.	Those blooms are generating other kinds of chemicals.	Zakwity tworzą inne rodzaje związków chemicznych.	4
W Port Elizabeth wioska na obrzeżach Port Elizabeth w RPA.	In Port Elizabeth the village outside Port Elizabeth in South Africa.	W Port Elizabeth wiosce nieopodal Port Elizabeth w południowej Afryce.	4.416666667
W krajach rozwijających się powiedziała, że ​​mają dwa miliardy ludzi.	In the developing world she said they had two billion people.	W rozwijającym się świecie powiedziała były dwa miliardy ludzi.	4.583333333
To znaczy od 1985 do 2003 roku.	That is from 1985 to 2003.	To wyniki od 1985 do 2003.	4.5
Nie ma nic poza wojną nuklearną, jakiej nigdy nie widzieliśmy, a która może powstrzymać ten wzrost.	There is nothing but a nuclear war of a kind we have never seen that can stop this growth from happening.	Nic oprócz wojny nuklearnej na niespotykaną skalę tego nie powstrzyma.	4.166666667
Spodziewali się, że będą to młode rodziny lub młodzi mężczyźni, tak jak zawsze.	And they expected that it would be young families or young men just like it had always been.	Zakładali że głównymi kupcami byłyby młode rodziny lub młodzi mężczyźni jak to zawsze bywało.	4.5
Z przodu widać Joe Murraya przygotowującego pacjenta do przeszczepu, podczas gdy na zapleczu widać, jak Hartwell Harrison, szef urologii Harvardu, pobiera właśnie nerkę.	In the front you see actually Joe Murray getting the patient ready for the transplant while in the back room you see Hartwell Harrison the Chief of Urology at Harvard actually harvesting the kidney.	Na pierwszym planie znajduje się Joe Muray przygotowujący pacjenta do zabiegu podczas gdy z tyłu Hartwell Harrison ordynator urologii na Harvardzie pobiera nerkę.	4.5
To się więcej nie powtórzy.	This will not happen again.	To się nie wydarzy.	4.666666667
To rozwiązuje jeszcze jedno założenie, że dawca i organizacja są w centrum, w przeciwieństwie do stawiania problemu w centrum.	This tackles yet another assumption that the giver and the organization is at the center as opposed to putting the problem at the center.	Te kategorie rozprawiają się z jeszcze jednym założeniem że dawca i organizacja są w centrum w przeciwieństwie do stawiania problemu w centrum.	4.5
Tak więc w sferze gospodarczej od dawna żyjemy z terminem szklany sufit.	So for a long time in the economic sphere we have lived with the term glass ceiling.	Bardzo długo w sferze ekonomii posługiwaliśmy się pojęciem szklanego sufitu.	4.083333333
Niektórzy mówią, że dzieje się tak dlatego, że w dziewiątej klasie chłopcy zaczynają porzucać szkołę.	And some people say it is because in 9th grade boys start dropping out of school.	Niektórzy mówią że to dlatego że w 9. klasie chłopcy zaczynają rzucać szkołę.	4.416666667
A jeśli kobiety nie urodziły dzieci płci męskiej, traktowano je w zasadzie jak pomoc domową.	And if women failed to birth male children they were basically treated like domestic servants.	I jeśli kobiecie nie udało się urodzić męskiego potomka w zasadzie była traktowana na równi ze służącymi.	4.416666667
Najmłodszy republikanin, ok, skończyliśmy.	Youngest Republican okay we are finished.	najmłodszy Republikanin gotowe.	4
I po trzecie, musimy szanować twórcę, twórcę tych remiksów, poprzez prawa, które są z nim bezpośrednio związane.	And number three We need to respect the creator the creator of these remixes through rights that are directly tied to them.	I po trzecie musimy szanować twórcę twórcę tych remiksów poprzez prawa które bezpośrednio im przysługują.	4.416666667
Ale jak każdy z nas miał pewne problemy.	But like all of us he had some problems.	Ale tak jak i my miał swoje problemy.	4.666666667
Ta osoba zaoferowała mi trzy grosze, a ja dostałem do trzech i pół.	This one person offered me three cents and I got him up to three and a half.	Ktoś oferował 3 centy a ja wytargowałem 35.	3.666666667
Chodzą dookoła, szukając tego, co to jest.	They go around looking for what it is.	Idą zobaczyć co to jest.	4
Szybka ścieżka Rozgrywamy grę.	We fast track We figure out the game.	Jadą pasem szybkiego ruchu. Rozgryzają zasady.	3.333333333
W wieku 10 lat byłem zmuszony do wyznaczenia trasy papierowej.	I was forced to get a paper route at 10 years old.	Musiałem rozwozić gazety w wieku 10 lat.	3.666666667
Sprzymierza się w naprawdę pozytywnym i opłacalnym ekonomicznie systemie żywnościowym.	It allies in a really positive and economically viable food system.	Ten sojusz jest bardzo pozytywny i ekonomicznie opłacalny dla systemu żywności.	4.25
A potem wiesz, co robimy Negocjujemy.	And then you know what we do We negotiate.	Wiecie co potem robimy? Negocjujemy.	4.583333333
Połączyła doświadczenie zawodowe i szkolenie z umiejętnościami życiowymi, których potrzebowały, takimi jak zarządzanie złością i pracą zespołową, a także jak rozmawiać z przyszłymi pracodawcami o tym, jak ich doświadczenia faktycznie pokazały lekcje, których się nauczyli, i ich chęć uczenia się więcej.	She combined employment experience and training with life skills they needed like anger management and teamwork and also how to talk to future employers about how their experiences actually demonstrated the lessons that they had learned and their eagerness to learn more.	Połączyła doświadczenie zawodowe i szkolenie umiejętności jakich potrzebowali jak opanowanie i praca zespołowa a także jak rozmawiać z przyszłymi pracodawcami o ich doświadczeniu rzeczywistość pokazała czego się nauczyli i jak bardzo chcą wiedzieć więcej.	3.916666667
I to było to, że internet kocha Mister Splashy Pants.	And that was that the Internet loves Mister Splashy Pants.	Internet uwielbia Pluszczka.	4.5
Na te systemy również oczekuje się patent, który jest w posiadaniu społeczności.	And there is a patent pending on these systems as well that is held by the community.	Czekamy na przyznanie patentu dla systemów stworzonych przez społeczność.	3.333333333
Naprawdę wierzą we własną wyższość i nie okazują szacunku tym, którzy nią nie są.	They really believe in their own superiority and they are disrespectful of those who are not.	Są głęboko przekonani o swojej wyższości i lekceważą inne nacje.	3.083333333
Ale to było naprawdę dla nas bardzo ważne jako strategia.	But it was really to us very important as a strategy.	Ale dla nas był to naprawdę istotny element strategii.	4.416666667
Dwa lata później mamy teraz farmy okienne, które są pionowymi platformami hydroponicznymi do uprawy żywności w pomieszczeniach.	Fast forward two years later we now have window farms which are vertical hydroponic platforms for food growing indoors.	Przejdźmy 2 lata do przodu. Mamy uprawy okienne które są pionowymi hydroponicznymi platformami do hodowli roślin w domach.	4.166666667
Powiedzieliśmy, że będzie to tylko krótki okres, do 26. Przedłużyliśmy go do 31.	We said it would be just for a short period until the 26 We have extended it until the 31.	Miał trwać tylko do 26 ale przedłużyliśmy go do końca miesiąca.	4.666666667
Voice Kismet, czy lubisz tę zabawkę?	Voice Kismet do you like the toy Oh.	Głos Kismet lubisz zabawkę? Oh.	4.25
W dniu premiery opublikowali 12-stronicowy dodatek w Wall Street Journal.	They had a 12 page supplement in the Wall Street Journal the day it launched.	W dniu premiery w Wall Street Journal ukazał się 12 stronicowy dodatek o tym.	4.75
Nie pracujemy w zakresie bibliotek, systemów katalogów i tak dalej.	We don not work in terms of libraries and catalog systems and so forth.	Nie działamy na zasadach biblioteki systemu katalogowania i tym podobnych.	4.666666667
I to jest bardzo ważne dla interfejsu użytkownika.	And that is very important the user interface.	co jest bardzo ważne. To interfejs użytkownika.	4.416666667
I pomyślałem, że najlepszym sposobem, jak większość z was wie, kto ma dzieci, jest posiadanie dziecka.	And I thought the best way as most of you know who have children the best way to have a new lease on life is to have a child.	I pomyślałem że najlepszym sposobem co większość z was posiadających dzieci wie najlepszym sposobem na to by odzyskać radość życia po trudnych przejściach jest mieć dziecko.	3.75
To my w Nowym Jorku.	That is us in New York.	To my w Nowym Jorku.	5
Naprawdę ważną kwestią dla mnie jest to, że nie korzystam z żadnej marki ani sponsorów korporacyjnych.	A really important point for me is that I don not use any brand or corporate sponsors.	Bardzo ważne jest dla mnie to że nie wspieramy się żadną marką czy wielkim sponsorem.	4.5
Zrobiłem tylko kilka zdjęć dzieciom, a następnego dnia przyszedłem z plakatami i wkleiliśmy je.	I just took a few photos of the kids and the next day I came with the posters and we pasted them.	Zrobiłem kilka fotografii dziecięcych i następnego dnia rozklejałem już plakaty z nimi.	4.5
Nie, byli naprawdę wielkimi maniakami i niewiele wiedzieli o sztuce.	No they were really big geeks and they didn not know much about art.	Nie naprawdę byli takimi świrami i nie znali się za bardzo na sztuce.	4.5
Rozumiemy, że staną się one znacznie bardziej zjadliwe, że to, co widzimy dzisiaj, to przeplatanie się społeczeństw systemów połączonych technologiami i przyspieszonych przez systemy zarządzania czasem.	We understand that these will become much more virulent that what we see today is this interweaving of societies of systems fastened by technologies and hastened by just in time management systems.	Wiemy że problemy zaostrzają się. Już dziś widzimy powiązania społeczeństw systemów napędzane systemami zarządzania just in time.	4
Amerykańska edukacja jest bardzo droga.	American education is so expensive.	Zdobycie wykształcenia w Ameryce jest takie kosztowne.	4.5
Wiesz, że normalnie pracujesz w izolacji i pokazujesz w galerii, ale tutaj praca ożywała i pracowali ze mną inni artyści.	You know normally you work in isolation and you show at a gallery but here the work was coming alive and it had some other artists working with me.	Jak wiecie normalnie pracuje się w odosobnieniu po czym pokazuje się to w galerii ale w tym przypadku prace ożywały i pracowali ze mną nad nimi inni artyści.	3.583333333
Chodzi o to, jak sprawić, by to się powtarzało i skalować.	It is just how do we make that recurrent and scale it.	Chodzi o to jak to powtórzyć i przenieść?	4.416666667
Liczba ta w Stanach Zjednoczonych i Europie Zachodniej wynosi osiem procent.	The number across the US and Western Europe is eight percent.	A w rzeczywistości w Stanach i Europie Zachodniej to jedynie 8 procent.	3.833333333
Zatem religie są kulturami powtarzania się.	So religions are cultures of repetition.	Religie polegają więc na powtarzaniu.	3.5
To jest instruktor, którego Alicia i ja wybraliśmy na męską rolę.	This is the instructor that Alicia and I chose for the male lead.	Tego instruktora wybraliśmy z Alicią na prowadzącego.	3.416666667
Jednym z nich była duża liczba znudzonych nastolatków, którzy po prostu nie lubili szkoły, nie mogli dostrzec związku między tym, czego nauczyli się w szkole, a przyszłymi zawodami.	One was large numbers of bored teenagers who just didn not like school couldn not see any relationship between what they learned in school and future jobs.	Pierwszy to tłum znudzonych nastolatków którzy nie lubili szkoły nie widzieli związku między programem nauczania a przyszłą pracą.	3.75
Więc zamiast tego chcesz się skupić, to pozwolić dolnej części ciała przeciągnąć się za górną część ciała, podobnie jak mały samochód za dużym samochodem na autostradzie.	So what you want to focus on instead is allowing your lower body to draft behind your upper body much like a small car behind a big car on the highway.	Zamiast tego należy się skupić na holowaniu nóg za tułowiem jak mały samochód za dużym na autostradzie.	3.166666667
Jest to więc trudny wybór.	So that is a sort of tough choice.	To raczej trudny wybór.	3.833333333
Chciałbym zacząć od spojrzenia na edukację.	I would like to kick off by looking at education.	Najpierw edukacja	3.5
Czasami pokazuje ci, czego nie powinieneś robić.	Sometimes it shows you what you shouldn not do.	Czasem pokazuje czego unikać.	3.666666667
To ostatnia rzecz, jaką zrobiła podczas ostatniego aktu fizycznego.	It is the last thing she did the last physical act.	To ostatnia rzecz jaką zrobiła ostatni fizyczny akt.	3.666666667
Podejmując swoją karierę projektanta, zacząłem zadawać sobie proste pytanie: czy naprawdę myślimy o pięknie, czy też je czujemy.	And as I took on my career as a designer I began to ask myself the simple question Do we actually think beauty or do we feel it.	Kiedy zaczynałem swoją karierę projektanta zadałem sobie proste pytanie czy piękno to coś o czym myślimy czy może coś co odczuwamy?	3.666666667
Najpierw dostałem instruktorkę, która nauczyła mnie roli kobiecej, ponieważ chciałem zrozumieć wrażliwość i umiejętności, które muszą rozwinąć następcy, aby nie mieć powtórki z college'u.	I got a female instructor first to teach me the female role the follow because I wanted to understand the sensitivities and abilities that the follow needed to develop so I wouldn not have a repeat of college.	Najpierw instruktorka uczyła mnie roli partnerki. Chciałem to zrozumieć żeby nie powtórzył się wypadek z uniwerku.	3.166666667
Jak mamy iść i mieć świat, w którym oboje mamy biblioteki i publikujemy w przyszłości, tak jak w zasadzie odnosiliśmy korzyści, gdy dorastaliśmy.	How do we go and have a world where we both have libraries and publishing in the future just as we basically benefited as we were growing up.	Jak sprawić by w świecie przyszłości istniały zarówno biblioteki jak i wydawnictwa czym mogliśmy się cieszyć w czasach naszej młodości?	3.166666667
Mamy teraz jedną z tych rzeczy. Jest całkiem fajna.	We have one of these things now It is completely cool.	Mamy jedną z nich jest naprawdę świetna.	3.416666667
Czy zauważyłeś, że Wikipedia jest używana przez nauczycieli i jak widzisz, że Wikipedia zmienia edukację?	Have you found Wikipedia being used by teachers and how do you see Wikipedia changing education.	Czy słyszałeś o wykorzystywaniu Wikipedii przez nauczycieli i jak wg ciebie Wikipedia zmienia edukację?	3.416666667
Chcę, żebyście sobie wyobrazili, że to waży dwie tony.	What I want you to imagine is this is two tons in weight.	Chcę żebyście wyobrazili sobie ten ciężar o wielkości 2 ton.	3.833333333
Chcę zakończyć.	I want to conclude.	Podsumowując	3.166666667
Kosztuje około 10 dolarów za sztukę, zabranie dysku i umieszczenie go w Internecie, jeśli robisz rzeczy w dużych ilościach.	It costs about 10 dollars a piece to go and take a disk and put it online if you are doing things in volume.	Za około 10 dolarów za sztukę można wziąć płytę i umieścić ją w sieci jeśli robi się to hurtowo.	3.333333333
Mogę wam powiedzieć na pewno, że następny, który planują, nazywa się Ekstremalnie Duży Teleskop.	I can tell you for a fact that the next one that they are planning is called The Extremely Large Telescope.	Faktem jest to że następny który planują nazwą Ekstremalnie Dużym Teleskopem.	3.666666667
Tak więc moja strona znajduje się na listach obserwacyjnych wielu wolontariuszy, ponieważ czasami jest niszczona.	So my page is on quite a few volunteers' watch lists because it is sometimes vandalized.	Moja strona jest na listach monitorowania sporej liczby użytkowników ponieważ czasem pada ofiarą wandalizmu.	3.5
Więc pomysł tej technologii może w rzeczywistości skończyć się oddawaniem książek ludziom w ręce.	So the idea of this technology actually may end up putting books back in people is hands again.	Więc taka technologia może faktycznie sprawić że ludzie dostaną więcej papierowych książek.	3.833333333
Całkowity miesięczny koszt naszej przepustowości to około 5000 dolarów.	And the total monthly cost for our bandwidth is about 5000 dollars.	Nasz całkowity miesięczny koszt połączeń internetowych to około 5000 dolarów.	4.916666667
Wrzucają do oceanu ogromne ilości zanieczyszczeń.	They pour huge amounts of pollutants into the ocean.	Wydzielają do oceanu wiele zanieczyszczeń.	4.833333333
Czy Amazon to nosi.	Does Amazon carry it.	Czy jest to w ofercie Amazon?	4.166666667
I każdej wiosny i jesieni dokładnie w czasie równonocy słońce wschodzi za jego świątynią i doskonale kąpie jej świątynię swoim cieniem.	And every spring and autumn exactly at the equinox the sun rises behind his temple and perfectly bathes her temple with his shadow.	Każdej wiosny i jesieni w czasie równonocy słońce wschodzi za jego świątynią i doskonale pokrywa swoim cieniem jej świątynię.	4.583333333
Nie możesz przestać myśleć o innym człowieku.	You can not stop thinking about another human being.	Nie można przestać myśleć o drugiej osobie.	4.666666667
Staraliśmy się zapobiec przedostawaniu się węgla do atmosfery.	We were trying to stop carbon from going into the atmosphere.	Nie chcieliśmy by przenikał do atmosfery.	4.833333333
Jeśli chodzi o naszą atmosferę, to jednak na dłuższą metę nie był to taki żart, ponieważ okazało się, że tracimy sporo tlenu.	When it came to our atmosphere however it wasn not that much of a joke over the long term because it turned out that we were losing oxygen quite a lot of oxygen.	Jednak kwestia atmosfery nie jest już taka zabawna ponieważ w końcu okazało się że tracimy dużo tlenu.	4.083333333
Jest to ważne dla wielu frontów, a jednym z nich jest kultura rolnicza.	And that is important for many fronts and one of them is because of that culture that is in agriculture.	To ważne z wielu względów np. dla kultury związanej z rolnictwem.	4.416666667
W większości potraw, które jadłem, nie rozpoznałem nawet połowy nazw.	I didn not even recognize half the names in most of the food that I was eating.	Nie znałam nawet nazw połowy składników.	4
Będziesz miał nowe zrozumienie i zaufanie do swojego ciała.	You will have a new understanding and trust in your body.	Zyskacie nowe zrozumienie i wiarę we własne ciało.	4.416666667
Moje ciało jest odrętwiałe z żalu.	My body is numb with grief.	Moje ciało zdrętwiało z żalu.	4.666666667
Nikt nigdy nie widział ewolucji.	No one has ever seen evolution.	Nikt nigdy nie widział ewolucji.	4.916666667
A to, co niewidzialne, musisz przyznać, nie przychodzi do nas zmysłami.	And the unseen you have to admit doesn not come to us through the senses.	A niewidzialne muszę przyznać nie daje się poznać poprzez zmysły.	4.25
W sumie siedmiu facetów wchodzi anonimowo w bieliźnie.	A total of seven guys enter anonymously in their underwear.	W sumie anomimowo wsiadło siedmu facetów w bieliźnie.	4.583333333
I złapali kilku moich ludzi, którzy mieli ukryte kamery w torbach marynarskich.	And they caught a couple of my guys who had hidden cameras in duffel bags.	Złapali kilku ludzi z ukrytymi kamerami w torbach.	4.5
W każdym aspekcie swojego życia pragnęli postępu, tak jak my.	In every aspect of their lives they wished for progress just as we do.	W każdej dziedzinie ich życia pragnęli postępu równie mocno jak my.	3.75
Oczywiście są w stanie reagować na grawitację, więc pędy rosną wbrew wektorowi grawitacji, a korzenie w kierunku wektora grawitacji.	They are able to respond to gravity of course so the shoots are growing against the vector of gravity and the roots toward the vector of gravity.	Reagują na grawitację tak że pędy rosną przeciwko sile grawitacji a korzenie w stronę grawitacji.	4.333333333
Myślałem, że okej, wyjdę.	I thought okay I will go out.	Myślałem że się uda.	4.5
Ale czasami czuję się jak ptak.	But I feel like a bird sometimes.	Ale czasem czuję się jak ptak.	4.75
I wspinam się w górę, odwracam się.	And up I climb I turn.	obniżam się lecę w górę skręcam.	4.166666667
Można więc rozpoznać ten rodzaj ruchu, ten sam ruch, który są w stanie pokazać robaki, węże i każde zwierzę poruszające się po ziemi bez nóg.	So you can recognize this kind of movement the same movement that worms snakes and every animal that are moving on the ground without legs is able to display.	Rozpoznajecie ten rodzaj ruchu którego używają robaki węże i wszystkie zwierzęta poruszające się bez nóg po ziemi.	4
I po dwóch miesiącach siedzenia pewnego dnia, myśląc, że to już koniec, ten niesamowity duży biały samiec zszedł tuż obok mnie trzy stopy ode mnie, zszedł na dół, złapał rybę, poszedł do lasu i zjadł ją.	And after two months of sitting there one day thinking that it was all over this incredible big white male came down right beside me three feet away from me and he went down and grabbed a fish and went off in the forest and ate it.	Po dwóch miesiącach takiego siedzenia pewnego dnia myśląc że to już koniec pojawił się ten niesamowity duży biały samiec tuż obok mnie niecały metr złapał rybę odszedł do lasu i ją zjadł.	4.166666667
Jest bezradny.	It is helpless.	Jest bezradne.	3.833333333
To jest pan Lopez, który przebywał w izolatce od 18 miesięcy i przedstawia informacje na temat rodzajów obrazów, które jego zdaniem sprawiłyby, że on i jego współwięźniowie byli bardziej pogodni, bardziej spokojni i mniej skłonni do przemocy.	This is Mr Lopez who has been in solitary confinement for 18 months and he is providing input on the types of images that he believes would make him and his fellow inmates more serene more calm less apt to violence.	Pan Lopez spędził w izolatce 18 miesięcy. Informuje jakie obrazy jego zdaniem przyniosłyby mu i innym więcej pogody i spokoju. a mniej skłonności do agresji.	4.166666667
To niedźwiedź duch lub niedźwiedź Kermode.	It is a spirit bear or a Kermode bear.	To niedźwiedź duch albo Kermode.	4
Musisz to odegrać.	You have to act it out.	Musisz to odegrać.	5
Elżbietanie określali język jako udekorowaną ciszę.	The Elizabethans described language as decorated silence.	Ludzie ery elżbietańskiej opisali język jako udekorowaną ciszę.	4.833333333
Musisz to sobie wyobrazić.	You are having to imagine it.	Jesteśmy zmuszeni to wymyślać.	4.5
Oznacza to, że nie trzeba czekać na zajście reakcji chemicznych, nie trzeba używać odczynników, które mogą się wyczerpać, ani być ekspertem, aby uzyskać przydatne informacje.	That means there is no waiting for chemical reactions to take place no need to use reagents that can run out and no need to be an expert to get actionable information.	Nie trzeba czekać na zajście reakcji chemicznych nie potrzeba odczynników które mogą się skończyć nie trzeba być ekspertem by zdobyć odpowiednie wyniki.	3.916666667
Nie chcesz być zbyt antropomorficzny, ale przysięgam, że patrzyła na mnie tak, jakby ten bezużyteczny drapieżnik umarł z głodu w moim oceanie.	You don not want to be too anthropomorphic but I swear that she looked at me like This useless predator is going to starve in my ocean.	Nie chcę być zbyt antropomorficzny ale pewnie myślała sobie Ten beznadziejny drapieżnik umrze z głodu w moim oceanie .	4.333333333
Drugim problemem związanym z nadużywaniem słuchawek jest kompresja.	The second problem that comes with headphone abuse is compression.	Drugi problem to kompresja.	4.583333333
Widzę biały budynek. Pada miękki śnieg.	I see a white building It is snowing a soft snow.	Widzę biały budynek. Pada miękki śnieg.	4.833333333
Jeden zestaw DNA przechodzi na jedną stronę, a druga strona otrzymuje drugi zestaw identycznych kopii DNA.	One set of DNA goes to one side the other side gets the other set of DNA identical copies of DNA.	Część DNA przechodzi na jedną stronę z drugiej mamy pozostałą część. Są to dwie identyczne kopie DNA.	4.75
I wszystkie pasują do siebie.	And they all fit together.	Tworzą spójną całość.	4.25
Tradycyjny model karze cię za eksperymenty i porażki, ale nie oczekuje mistrzostwa.	The traditional model it penalizes you for experimentation and failure but it does not expect mastery.	A w szkole dostaje się po łapach za eksperymentowanie i porażki. Co jednak dziwne nie wymaga się od nas biegłości.	4.666666667
Więc znowu zaczynamy od DNA.	So again we begin with DNA.	Zacznijmy znów od DNA.	4.666666667
Ta mała kałamarnica nazywana jest miotaczem ognia ze względu na jej zdolność do tego.	This little squid is called the fire shooter because of its ability to do this.	Ta mała kałamarnica jest nazywana również ognistą z powodu zdolności do robienia czegoś takiego.	4.5
BG A więc matematyka w piątej klasie to miejsce, w którym teraz się to dzieje.	BG So fifth grade math is where that is going on right now.	BG A więc na dzień dzisiejszy korzystają z tego pięcioklasiści ?	4
Narrator Przed łodzią podwodną zetknie się bałagan z miękkimi istotami z głębin morskich.	Narrator In front of the sub a mess screen will come into contact with the soft bodied creatures of the deep sea.	Narrator Siatkowy ekran umieszczony z przodu łodzi podwodnej wejdzie w kontakt z delikatnymi stworzeniami głębokiego oceanu.	4
Ale kiedy zejdziesz na dno oceanu, sprawy stają się naprawdę dziwne.	But when you get down to the bottom of the ocean that is where things get really strange.	Jednak kiedy dotrze się na dno oceanu może się wydarzyć coś dziwnego.	4.333333333
A w tradycyjnym modelu, jeśli wykonałeś migawkową ocenę, mówisz, że to są utalentowane dzieci, to są powolne dzieci.	And in a traditional model if you did a snapshot assessment you say These are the gifted kids these are the slow kids.	Natomiast w tradycyjnej szkole na podstawie testu powiedziałbyś To są bystrzejsze dzieci a to są te wolniejsze.	4
Zasadniczo jest to duży nadajnik mikrofalowy.	It is essentially a big microwave transmitter.	Jest to duży nadajnik mikrofal	4.666666667
Stephen Coleman Moralne niebezpieczeństwa związane z nieśmiercionośną bronią.	Stephen Coleman The moral dangers of non lethal weapons.	Stephen Coleman “Moralne zagrożenia związane z bronią nieśmiercionośną”.	4.416666667
Oto znowu Hedy Lamarr.	Here is Hedy Lamarr again.	Raz jeszcze Hedy Lamarr.	4.5
Drugiego gościa, którego nazwiemy nim Bill, ogarnęło zażenowanie, patrząc na przedmiot w środku.	The second guy we will call him Bill is transfixed by embarrassment at staring at the thing there in the center.	Ten drugi Bill jest sparaliżowany przez zażenowanie wywołane przez to coś pośrodku.	3.833333333
